district,crop_type,season,rainfall_mm,temperature_c,reservoir_level,population_density,irrigated_area_ha,groundwater_depth_m,soil_moisture_index,evapotranspiration_mm,industrial_usage_mcm,water_demand_mcm
Kanniyakumari,Sugarcane,Kharif (Jun-Oct),2203.2,35.1,0.591,1171.0,515.0,44.3,0.95,12.0,2.16,131.47
Tirupur,Tapioca,Year-round,799.5,31.7,0.456,918.0,5720.0,80.0,0.612,12.0,4.56,397.07
Erode,Tapioca,Year-round,834.2,31.1,0.866,561.0,4690.0,32.4,0.557,12.0,3.85,272.03
Tiruchirappalli,Banana,Zaid (Apr-May),230.6,38.4,0.557,831.0,6910.0,47.5,0.439,12.0,3.16,1457.13
Karur,Sugarcane,Year-round,698.1,29.5,0.42,461.0,2635.0,39.6,0.489,12.0,0.38,453.67
Salem,Maize,Kharif (Jun-Oct),1243.0,33.3,0.605,639.0,5321.0,49.7,0.766,12.0,2.58,276.33
Dharmapuri,Mango,Year-round,928.8,30.4,0.583,339.0,10029.0,68.9,0.685,12.0,4.16,534.39
Cuddalore,Banana,Rabi (Nov-Mar),893.5,25.0,0.443,655.0,10786.0,50.3,0.604,12.0,4.01,1517.0
Ariyalur,Banana,Zaid (Apr-May),252.5,36.1,0.573,290.0,6122.0,80.0,0.369,12.0,0.69,1303.74
Chengalpattu,Groundnut,Year-round,1321.5,27.8,0.737,1125.0,937.0,24.6,0.648,12.0,5.2,94.38
Virudhunagar,Vegetables,Year-round,669.7,33.0,0.601,543.0,1836.0,56.5,0.524,12.0,5.13,94.42
Mayiladuthurai,Cotton,Zaid (Apr-May),372.2,43.4,0.674,636.0,10150.0,65.1,0.421,12.0,2.67,1128.11
Kanchipuram,Cotton,Zaid (Apr-May),514.0,42.1,0.689,1074.0,2339.0,54.9,0.521,12.0,3.62,260.27
Kanniyakumari,Turmeric,Rabi (Nov-Mar),1209.2,25.2,0.385,1130.0,12188.0,54.5,0.676,12.0,4.09,1147.99
Madurai,Cotton,Kharif (Jun-Oct),1077.4,30.4,0.738,1070.0,1142.0,30.0,0.627,12.0,5.07,86.13
Virudhunagar,Maize,Kharif (Jun-Oct),972.4,34.6,0.858,512.0,1671.0,46.3,0.572,12.0,0.58,74.43
Theni,Paddy (Kuruvai),Year-round,845.2,30.2,0.44,398.0,5428.0,46.3,0.682,12.0,2.1,676.45
Nilgiris,Mango,Zaid (Apr-May),674.6,38.6,0.41,247.0,521.0,49.5,0.589,12.0,3.58,74.68
Mayiladuthurai,Mango,Zaid (Apr-May),356.0,34.2,0.64,572.0,13394.0,51.6,0.317,12.0,1.42,1376.35
Nilgiris,Millets,Year-round,2518.7,28.5,0.52,231.0,5636.0,38.7,0.95,12.0,3.22,189.5
Nagapattinam,Onion,Year-round,1371.9,31.8,0.793,531.0,10288.0,57.0,0.793,12.0,3.61,408.32
Thanjavur,Cotton,Zaid (Apr-May),325.8,38.2,0.716,752.0,13145.0,60.4,0.389,12.0,2.04,1447.88
Ramanathapuram,Onion,Zaid (Apr-May),319.6,35.4,0.533,228.0,14989.0,80.0,0.41,12.0,3.86,1144.95
Dindigul,Tomato,Rabi (Nov-Mar),508.8,23.4,0.642,413.0,4414.0,80.0,0.521,11.26,3.34,325.54
Salem,Paddy (Samba),Year-round,928.5,28.9,0.358,589.0,7202.0,37.2,0.668,12.0,1.89,1103.34
Chengalpattu,Tomato,Kharif (Jun-Oct),2045.4,31.1,0.755,1105.0,9378.0,9.0,0.942,12.0,4.52,503.18
Tenkasi,Sugarcane,Year-round,1250.9,25.6,0.865,388.0,3424.0,27.0,0.768,12.0,3.66,508.92
Kanchipuram,Banana,Kharif (Jun-Oct),1836.1,31.8,0.879,1063.0,14157.0,62.4,0.809,12.0,4.35,1318.57
Ranipet,Onion,Kharif (Jun-Oct),1536.9,36.2,0.564,740.0,11760.0,27.6,0.832,12.0,1.24,481.04
Kanchipuram,Paddy (Samba),Year-round,1294.1,29.5,0.843,1060.0,5974.0,30.7,0.744,12.0,3.23,807.62
Cuddalore,Tomato,Year-round,1192.4,31.2,0.401,627.0,9883.0,40.4,0.668,12.0,3.02,573.02
Ariyalur,Mango,Zaid (Apr-May),290.2,40.1,0.479,239.0,1317.0,80.0,0.277,12.0,1.21,107.17
Tirupathur,Mango,Kharif (Jun-Oct),1246.7,31.5,0.64,457.0,7161.0,50.5,0.736,12.0,1.19,348.54
Coimbatore,Tomato,Year-round,679.6,29.8,0.844,719.0,10915.0,40.7,0.541,12.0,1.37,548.7
Kanniyakumari,Maize,Rabi (Nov-Mar),1117.6,28.1,0.43,1121.0,1375.0,26.8,0.738,12.0,0.86,110.12
Chengalpattu,Mango,Rabi (Nov-Mar),1006.5,27.0,0.729,1075.0,14463.0,41.9,0.644,12.0,2.21,908.82
Cuddalore,Groundnut,Zaid (Apr-May),367.1,34.2,0.3,646.0,11663.0,41.2,0.446,12.0,4.11,1133.38
Cuddalore,Millets,Rabi (Nov-Mar),955.6,25.4,0.398,592.0,9499.0,76.2,0.582,12.0,1.59,378.6
Tirunelveli,Banana,Rabi (Nov-Mar),472.6,27.7,0.345,513.0,4938.0,58.2,0.388,12.0,1.86,696.68
Madurai,Tapioca,Kharif (Jun-Oct),1160.4,32.7,0.786,1020.0,9182.0,54.0,0.742,12.0,4.87,550.87
Theni,Tapioca,Kharif (Jun-Oct),1145.4,36.3,0.404,384.0,2350.0,70.1,0.758,12.0,3.96,120.5
Virudhunagar,Millets,Zaid (Apr-May),248.1,37.1,0.535,554.0,6028.0,80.0,0.432,12.0,3.96,330.15
Tirupur,Vegetables,Rabi (Nov-Mar),542.0,26.8,0.371,900.0,12249.0,44.0,0.509,12.0,2.23,877.41
Nagapattinam,Pulses,Kharif (Jun-Oct),1842.3,37.8,0.8,557.0,13311.0,9.0,0.917,12.0,3.34,401.71
Tiruchirappalli,Paddy (Kuruvai),Kharif (Jun-Oct),1130.5,35.4,0.818,760.0,1796.0,77.3,0.585,12.0,3.17,227.93
Dindigul,Tapioca,Year-round,882.0,29.5,0.758,423.0,9891.0,43.7,0.63,12.0,3.25,591.97
Villupuram,Paddy (Kuruvai),Zaid (Apr-May),220.5,39.2,0.172,411.0,11219.0,79.8,0.379,12.0,4.63,3128.13
Chennai,Turmeric,Rabi (Nov-Mar),1153.8,27.4,0.537,26573.0,8021.0,26.1,0.632,12.0,9.05,1163.67
Namakkal,Banana,Year-round,713.7,32.5,0.423,550.0,9314.0,80.0,0.474,12.0,1.14,1100.77
Nilgiris,Maize,Kharif (Jun-Oct),3546.7,37.8,0.633,252.0,3334.0,9.0,0.95,12.0,1.36,156.9
Cuddalore,Mango,Rabi (Nov-Mar),873.3,27.2,0.328,614.0,8267.0,51.6,0.567,12.0,1.21,625.73
Nilgiris,Maize,Year-round,2538.0,27.4,0.652,242.0,7672.0,34.1,0.95,12.0,0.66,400.88
Tirupathur,Turmeric,Year-round,983.6,34.3,0.455,491.0,14646.0,48.8,0.618,12.0,3.24,1072.95
Theni,Sugarcane,Kharif (Jun-Oct),1208.3,31.3,0.399,437.0,13791.0,23.2,0.684,12.0,1.01,2282.69
Tirunelveli,Millets,Year-round,607.9,29.2,0.374,487.0,10693.0,63.2,0.612,12.0,1.97,379.64
Tirupattur,Paddy (Kuruvai),Rabi (Nov-Mar),565.9,26.8,0.73,515.0,9863.0,61.1,0.502,12.0,2.06,1651.63
Tirupathur,Paddy (Kuruvai),Rabi (Nov-Mar),613.7,24.4,0.519,504.0,9957.0,44.8,0.51,11.27,3.02,1578.67
Karur,Cotton,Zaid (Apr-May),215.2,39.1,0.277,483.0,11014.0,67.5,0.423,12.0,4.5,1412.26
Dharmapuri,Coconut,Kharif (Jun-Oct),1406.9,32.9,0.74,437.0,3463.0,56.5,0.805,12.0,2.18,254.19
Ariyalur,Groundnut,Year-round,803.5,31.1,0.648,255.0,513.0,65.3,0.577,12.0,3.42,27.82
Chengalpattu,Groundnut,Zaid (Apr-May),510.3,35.0,0.675,1105.0,11131.0,57.9,0.577,12.0,0.86,915.88
Tirupur,Tomato,Year-round,827.9,30.1,0.528,960.0,12354.0,58.5,0.575,12.0,4.24,679.5
Thanjavur,Tapioca,Kharif (Jun-Oct),1380.1,36.9,0.874,676.0,1390.0,23.9,0.741,12.0,2.74,108.19
Chengalpattu,Millets,Year-round,1203.3,31.0,0.692,1143.0,7852.0,51.2,0.64,12.0,4.25,247.5
Mayiladuthurai,Vegetables,Kharif (Jun-Oct),1747.9,32.4,0.888,666.0,4529.0,12.8,0.892,12.0,1.46,221.88
Thanjavur,Tapioca,Rabi (Nov-Mar),757.6,27.2,0.791,671.0,14735.0,41.4,0.572,12.0,2.24,1131.79
Madurai,Tapioca,Zaid (Apr-May),230.6,37.5,0.473,1017.0,4269.0,80.0,0.402,12.0,4.16,577.51
Villupuram,Coconut,Rabi (Nov-Mar),832.4,26.2,0.33,414.0,5051.0,59.1,0.54,12.0,0.87,533.1
Vellore,Cotton,Kharif (Jun-Oct),1472.7,34.4,0.471,783.0,4929.0,25.0,0.815,12.0,4.42,284.54
Dharmapuri,Groundnut,Year-round,869.6,28.1,0.599,301.0,1694.0,47.4,0.449,12.0,1.49,95.89
Erode,Pulses,Rabi (Nov-Mar),446.7,25.1,0.718,572.0,10341.0,41.1,0.454,12.0,4.78,530.49
Erode,Onion,Rabi (Nov-Mar),491.9,27.6,0.786,555.0,4582.0,37.5,0.436,12.0,2.7,267.58
Kanniyakumari,Mango,Rabi (Nov-Mar),933.4,27.6,0.358,1188.0,3376.0,76.3,0.648,12.0,2.46,298.86
Dindigul,Paddy (Kuruvai),Kharif (Jun-Oct),968.3,34.5,0.782,372.0,10098.0,50.2,0.696,12.0,3.84,1089.04
Nagapattinam,Millets,Zaid (Apr-May),316.6,40.7,0.589,576.0,11228.0,58.2,0.325,12.0,3.16,684.09
Tirunelveli,Turmeric,Year-round,649.1,29.3,0.44,534.0,4977.0,41.1,0.555,12.0,4.61,373.71
Thanjavur,Mango,Zaid (Apr-May),312.0,37.3,0.702,687.0,10865.0,45.9,0.39,12.0,1.58,1082.79
Salem,Pulses,Zaid (Apr-May),437.6,34.7,0.384,620.0,8780.0,36.8,0.439,12.0,3.69,495.29
Madurai,Millets,Rabi (Nov-Mar),384.7,28.7,0.622,1118.0,14094.0,68.1,0.48,12.0,1.36,690.47
Kanniyakumari,Paddy (Kuruvai),Zaid (Apr-May),400.8,36.1,0.305,1161.0,7318.0,74.1,0.379,12.0,2.61,1910.47
Tenkasi,Turmeric,Zaid (Apr-May),365.1,38.8,0.704,442.0,14473.0,51.7,0.467,12.0,0.44,1938.96
Villupuram,Vegetables,Rabi (Nov-Mar),681.6,25.7,0.264,420.0,14425.0,34.9,0.569,12.0,3.16,1213.91
Dharmapuri,Paddy (Samba),Rabi (Nov-Mar),662.4,24.9,0.563,311.0,9207.0,39.5,0.569,12.0,4.35,1729.5
Ranipet,Tapioca,Year-round,1116.5,29.0,0.505,682.0,11842.0,74.6,0.717,12.0,2.73,726.67
Namakkal,Sugarcane,Zaid (Apr-May),374.5,34.8,0.393,540.0,3883.0,37.7,0.363,12.0,4.21,1189.61
Ariyalur,Turmeric,Zaid (Apr-May),197.9,35.9,0.569,274.0,4231.0,69.7,0.374,12.0,2.03,639.7
Nilgiris,Maize,Kharif (Jun-Oct),3460.5,29.7,0.643,258.0,14011.0,29.4,0.95,12.0,3.24,653.61
Thiruvarur,Sugarcane,Rabi (Nov-Mar),841.0,26.5,0.783,461.0,4641.0,57.9,0.55,12.0,2.34,863.6
Mayiladuthurai,Coconut,Year-round,1154.2,33.5,0.808,611.0,750.0,51.8,0.766,12.0,0.39,65.26
Tirupathur,Tapioca,Year-round,736.7,27.4,0.48,484.0,1869.0,44.6,0.518,12.0,2.06,151.74
Virudhunagar,Onion,Year-round,701.4,28.7,0.627,549.0,5750.0,54.8,0.556,12.0,1.17,248.27
Erode,Coconut,Rabi (Nov-Mar),499.4,27.6,0.714,546.0,702.0,35.6,0.439,12.0,1.68,94.73
Madurai,Sugarcane,Rabi (Nov-Mar),668.7,31.1,0.717,997.0,10784.0,60.4,0.512,12.0,1.08,1962.01
Tiruchirappalli,Mango,Year-round,842.4,28.0,0.661,770.0,2716.0,48.1,0.627,12.0,1.17,141.65
Tirunelveli,Groundnut,Rabi (Nov-Mar),449.5,28.7,0.338,529.0,5454.0,77.9,0.458,12.0,4.98,362.11
Ramanathapuram,Coconut,Rabi (Nov-Mar),462.8,23.4,0.511,208.0,13178.0,42.0,0.52,11.8,2.97,1528.33
Tiruchirappalli,Cotton,Kharif (Jun-Oct),1108.0,28.6,0.818,799.0,4444.0,55.5,0.77,12.0,4.97,244.64
Nagapattinam,Sugarcane,Kharif (Jun-Oct),1797.8,32.2,0.833,554.0,13233.0,14.8,0.858,12.0,1.68,1962.74
Tiruchirappalli,Mango,Zaid (Apr-May),236.5,39.9,0.556,814.0,6198.0,80.0,0.389,12.0,2.8,645.84
Perambalur,Mango,Year-round,924.1,32.1,0.494,262.0,6150.0,72.9,0.603,12.0,0.44,325.71
Dharmapuri,Millets,Zaid (Apr-May),351.7,39.2,0.569,335.0,11080.0,78.0,0.303,12.0,4.72,575.29
Kallakurichi,Onion,Year-round,1105.5,29.3,0.425,377.0,4858.0,33.8,0.701,12.0,1.39,233.55
Krishnagiri,Maize,Zaid (Apr-May),450.1,38.0,0.424,319.0,6639.0,70.2,0.478,12.0,0.98,628.26
Ariyalur,Paddy (Samba),Rabi (Nov-Mar),625.5,21.4,0.613,252.0,11092.0,49.5,0.516,10.67,2.3,2027.39
Virudhunagar,Tomato,Year-round,941.1,26.8,0.696,527.0,12235.0,40.8,0.622,12.0,1.04,668.2
Ranipet,Sugarcane,Zaid (Apr-May),254.3,36.3,0.346,750.0,13685.0,44.8,0.281,12.0,2.36,4963.71
Ramanathapuram,Cotton,Rabi (Nov-Mar),458.7,26.4,0.539,191.0,1204.0,80.0,0.499,12.0,1.04,103.84
Tiruchirappalli,Tomato,Kharif (Jun-Oct),1188.9,32.5,0.83,745.0,12411.0,23.4,0.571,12.0,1.28,637.82
Chennai,Paddy (Samba),Zaid (Apr-May),417.9,35.2,0.443,26566.0,14593.0,80.0,0.385,12.0,10.07,4766.26
Tirupattur,Groundnut,Year-round,968.0,30.2,0.852,485.0,6181.0,50.2,0.574,12.0,2.11,250.57
Nagapattinam,Groundnut,Year-round,1175.7,29.3,0.734,514.0,7726.0,25.4,0.651,12.0,0.95,320.03
Tirunelveli,Pulses,Rabi (Nov-Mar),487.9,25.9,0.268,524.0,5338.0,43.6,0.376,12.0,0.37,258.2
Chengalpattu,Groundnut,Year-round,1330.5,28.0,0.773,1083.0,2478.0,46.5,0.812,12.0,3.55,106.53
Villupuram,Tomato,Year-round,1149.5,28.7,0.429,410.0,8538.0,74.5,0.606,12.0,2.93,498.95
Chennai,Tapioca,Rabi (Nov-Mar),950.9,25.9,0.495,26522.0,14999.0,45.0,0.687,12.0,11.57,1812.98
Vellore,Millets,Year-round,1030.8,29.9,0.313,807.0,6569.0,25.1,0.651,12.0,3.19,208.23
Ariyalur,Paddy (Samba),Rabi (Nov-Mar),644.6,26.4,0.586,266.0,11838.0,50.7,0.404,12.0,3.2,2156.68
Namakkal,Paddy (Kuruvai),Rabi (Nov-Mar),602.7,27.2,0.422,539.0,14488.0,39.5,0.432,12.0,1.27,2305.06
Ramanathapuram,Tapioca,Rabi (Nov-Mar),458.4,28.4,0.532,262.0,7969.0,77.0,0.506,12.0,0.91,739.22
Kanniyakumari,Maize,Kharif (Jun-Oct),2180.5,32.7,0.659,1171.0,6333.0,18.3,0.95,12.0,2.94,325.72
Tiruchirappalli,Paddy (Samba),Zaid (Apr-May),375.2,40.0,0.684,759.0,9069.0,38.6,0.348,12.0,2.43,2165.53
Cuddalore,Maize,Year-round,1285.0,33.2,0.387,617.0,4221.0,37.2,0.719,12.0,3.14,226.92
Nagapattinam,Banana,Zaid (Apr-May),350.9,36.2,0.595,570.0,6189.0,76.7,0.354,12.0,2.06,1286.92
Tirupur,Millets,Year-round,606.1,30.0,0.384,908.0,11283.0,71.4,0.422,12.0,2.83,408.36
Perambalur,Sugarcane,Zaid (Apr-May),389.6,37.8,0.363,252.0,1432.0,80.0,0.464,12.0,2.33,412.69
Madurai,Maize,Zaid (Apr-May),184.3,38.7,0.564,1051.0,10066.0,60.9,0.306,12.0,4.69,1080.08
Nilgiris,Banana,Rabi (Nov-Mar),1777.8,25.8,0.52,253.0,2204.0,55.5,0.807,12.0,3.38,319.41
Villupuram,Vegetables,Year-round,1163.0,32.5,0.38,433.0,7954.0,38.6,0.674,12.0,4.53,455.39
Theni,Cotton,Year-round,955.6,28.2,0.347,385.0,2725.0,73.0,0.61,12.0,2.75,191.94
Thiruvarur,Paddy (Samba),Zaid (Apr-May),409.1,37.6,0.596,490.0,8334.0,62.1,0.503,12.0,2.51,2190.26
Sivaganga,Vegetables,Rabi (Nov-Mar),526.6,26.7,0.185,313.0,10005.0,80.0,0.428,12.0,2.98,814.13
Chengalpattu,Onion,Year-round,1310.1,30.0,0.715,1163.0,14027.0,30.5,0.665,12.0,1.53,577.52
Madurai,Millets,Year-round,898.3,31.0,0.746,1071.0,2427.0,31.0,0.53,12.0,2.91,106.49
Villupuram,Millets,Year-round,1157.2,31.3,0.398,421.0,10291.0,58.1,0.719,12.0,1.65,345.39
Sivaganga,Sugarcane,Kharif (Jun-Oct),1129.7,33.6,0.386,379.0,14526.0,22.8,0.676,12.0,1.57,2456.2
Salem,Millets,Kharif (Jun-Oct),1203.3,33.2,0.435,576.0,1913.0,52.4,0.711,12.0,2.51,83.71
Kallakurichi,Tapioca,Kharif (Jun-Oct),1331.2,27.1,0.578,390.0,3456.0,58.8,0.802,11.63,2.53,207.2
Theni,Onion,Rabi (Nov-Mar),622.1,26.5,0.274,410.0,7122.0,75.1,0.53,12.0,2.79,468.49
Tirupur,Paddy (Samba),Kharif (Jun-Oct),1093.9,33.3,0.569,900.0,14016.0,29.1,0.628,12.0,1.85,1978.94
Salem,Maize,Kharif (Jun-Oct),1093.3,32.9,0.463,630.0,7293.0,48.1,0.669,12.0,3.74,385.78
Vellore,Tomato,Year-round,898.7,30.5,0.279,815.0,10612.0,55.1,0.615,12.0,2.36,684.26
Nagapattinam,Cotton,Rabi (Nov-Mar),986.5,28.0,0.653,527.0,1242.0,25.7,0.748,12.0,4.37,97.5
Karur,Paddy (Kuruvai),Rabi (Nov-Mar),482.2,22.9,0.347,422.0,8578.0,37.3,0.36,11.8,3.99,1490.94
Madurai,Banana,Rabi (Nov-Mar),639.2,26.8,0.718,1108.0,8484.0,80.0,0.53,12.0,2.67,1052.67
Namakkal,Onion,Rabi (Nov-Mar),603.4,28.7,0.407,526.0,2572.0,70.1,0.547,12.0,0.85,154.14
Karur,Millets,Kharif (Jun-Oct),990.8,31.7,0.476,459.0,3086.0,34.1,0.68,12.0,2.22,126.18
Kanniyakumari,Vegetables,Kharif (Jun-Oct),2300.6,28.9,0.554,1149.0,8381.0,4.0,0.95,12.0,1.4,451.01
Tiruvannamalai,Tomato,Year-round,899.7,30.5,0.815,529.0,7870.0,35.7,0.622,12.0,2.98,422.97
Namakkal,Paddy (Kuruvai),Year-round,832.7,31.0,0.542,567.0,8060.0,72.6,0.534,12.0,1.74,943.6
Cuddalore,Coconut,Kharif (Jun-Oct),1826.6,30.2,0.506,660.0,3377.0,55.9,0.891,12.0,1.75,272.65
Thoothukudi,Turmeric,Rabi (Nov-Mar),462.7,24.9,0.574,514.0,8254.0,36.0,0.504,12.0,5.02,710.75
Mayiladuthurai,Groundnut,Rabi (Nov-Mar),915.7,29.1,0.733,646.0,10767.0,64.4,0.541,12.0,2.34,563.61
Chennai,Onion,Zaid (Apr-May),412.7,39.4,0.282,26578.0,10339.0,51.8,0.418,12.0,11.43,1475.76
Tirupur,Tapioca,Zaid (Apr-May),124.2,39.0,0.297,958.0,5376.0,44.1,0.3,12.0,4.34,804.04
Dharmapuri,Maize,Kharif (Jun-Oct),1263.1,30.8,0.608,365.0,1563.0,56.0,0.783,12.0,3.45,75.1
Cuddalore,Cotton,Kharif (Jun-Oct),1686.4,30.7,0.497,612.0,2957.0,25.1,0.844,12.0,1.65,208.96
Ranipet,Cotton,Zaid (Apr-May),280.7,38.6,0.405,698.0,7970.0,72.7,0.365,12.0,1.05,1001.5
Tirupur,Vegetables,Year-round,790.0,32.9,0.405,841.0,4411.0,77.8,0.528,12.0,3.18,288.29
Tirunelveli,Mango,Rabi (Nov-Mar),496.5,26.0,0.268,536.0,13781.0,80.0,0.374,12.0,4.08,965.2
Ariyalur,Onion,Rabi (Nov-Mar),509.0,30.4,0.572,285.0,13186.0,46.5,0.428,12.0,1.21,869.29
Pudukkottai,Banana,Kharif (Jun-Oct),1232.9,31.5,0.451,319.0,12859.0,61.1,0.702,12.0,0.86,1368.53
Thanjavur,Vegetables,Zaid (Apr-May),254.4,36.6,0.771,635.0,674.0,80.0,0.461,12.0,1.48,87.67
Ariyalur,Paddy (Samba),Rabi (Nov-Mar),756.5,25.3,0.602,301.0,9051.0,32.7,0.507,12.0,2.86,1402.99
Salem,Groundnut,Kharif (Jun-Oct),1186.0,32.2,0.375,618.0,8958.0,62.6,0.699,12.0,0.74,437.47
Mayiladuthurai,Sugarcane,Zaid (Apr-May),348.6,36.3,0.724,676.0,3545.0,72.6,0.492,12.0,3.89,1108.42
Sivaganga,Tomato,Rabi (Nov-Mar),414.7,26.3,0.27,427.0,10724.0,60.4,0.424,12.0,1.67,1052.17
Krishnagiri,Vegetables,Rabi (Nov-Mar),1002.0,31.5,0.572,317.0,6069.0,64.6,0.663,12.0,0.92,310.95
Tiruchirappalli,Vegetables,Rabi (Nov-Mar),558.7,25.0,0.649,797.0,8208.0,47.5,0.535,12.0,4.97,598.91
Namakkal,Coconut,Rabi (Nov-Mar),582.9,26.7,0.302,549.0,3835.0,50.4,0.55,12.0,3.2,439.41
Madurai,Paddy (Samba),Year-round,845.3,28.4,0.752,1000.0,2179.0,38.9,0.653,12.0,4.68,315.06
Vellore,Tapioca,Kharif (Jun-Oct),1399.6,34.8,0.457,780.0,5129.0,34.3,0.782,12.0,0.91,329.35
Chennai,Tomato,Zaid (Apr-May),406.8,40.0,0.369,26571.0,5517.0,65.2,0.423,12.0,8.38,1186.94
Namakkal,Sugarcane,Rabi (Nov-Mar),549.7,25.2,0.469,559.0,9915.0,80.0,0.472,12.0,0.59,2312.98
Kanniyakumari,Cotton,Year-round,1657.7,27.8,0.529,1133.0,3685.0,56.6,0.884,12.0,1.53,239.54
Chengalpattu,Mango,Rabi (Nov-Mar),871.6,28.0,0.786,1063.0,12240.0,78.0,0.63,12.0,4.89,870.37
Tenkasi,Groundnut,Kharif (Jun-Oct),1562.4,32.4,0.935,475.0,3788.0,48.2,0.918,12.0,3.59,126.56
Karur,Mango,Rabi (Nov-Mar),477.8,25.2,0.387,439.0,14479.0,51.9,0.473,12.0,0.95,1136.72
Nilgiris,Cotton,Zaid (Apr-May),753.8,38.7,0.515,280.0,6805.0,63.1,0.477,12.0,3.61,795.78
Ramanathapuram,Banana,Zaid (Apr-May),279.8,40.1,0.44,261.0,8919.0,61.5,0.364,12.0,0.19,1792.29
Namakkal,Tapioca,Kharif (Jun-Oct),1164.8,34.4,0.506,620.0,11819.0,24.3,0.74,12.0,0.49,718.25
Theni,Coconut,Rabi (Nov-Mar),649.5,26.0,0.383,385.0,10401.0,65.4,0.546,12.0,0.37,1113.81
Tirunelveli,Pulses,Kharif (Jun-Oct),996.9,29.7,0.463,456.0,9904.0,27.6,0.616,12.0,1.91,324.93
Thanjavur,Vegetables,Rabi (Nov-Mar),745.7,26.3,0.917,710.0,10475.0,80.0,0.575,12.0,2.18,671.37
Tiruchirappalli,Pulses,Year-round,815.8,29.2,0.719,820.0,10415.0,37.8,0.519,12.0,2.93,330.91
Sivaganga,Onion,Year-round,673.1,34.3,0.263,345.0,8680.0,53.9,0.51,12.0,2.0,446.94
Sivaganga,Sugarcane,Kharif (Jun-Oct),1158.4,29.4,0.389,335.0,9830.0,54.5,0.691,12.0,2.8,1662.26
Chennai,Vegetables,Year-round,1457.1,27.8,0.542,26549.0,6286.0,26.7,0.76,12.0,8.02,828.45
Namakkal,Cotton,Zaid (Apr-May),205.4,37.4,0.314,591.0,7519.0,80.0,0.468,12.0,3.7,970.8
Ranipet,Cotton,Zaid (Apr-May),267.8,36.6,0.463,747.0,1735.0,60.4,0.41,12.0,3.39,237.41
Tirupattur,Pulses,Kharif (Jun-Oct),1332.1,32.5,0.888,473.0,10589.0,70.8,0.637,12.0,4.96,313.5
Tiruvannamalai,Banana,Rabi (Nov-Mar),702.2,27.5,0.834,576.0,7706.0,41.6,0.5,12.0,1.06,982.35
Cuddalore,Onion,Year-round,1304.0,30.8,0.499,633.0,3560.0,65.7,0.699,12.0,2.97,168.46
Tirunelveli,Vegetables,Kharif (Jun-Oct),962.1,33.9,0.531,493.0,1090.0,67.4,0.6,12.0,3.62,46.86
Thanjavur,Onion,Zaid (Apr-May),255.3,38.7,0.681,684.0,13500.0,64.3,0.408,12.0,1.94,1164.29
Ranipet,Maize,Kharif (Jun-Oct),1508.4,33.4,0.59,729.0,13490.0,38.9,0.768,12.0,1.69,648.76
Chennai,Vegetables,Kharif (Jun-Oct),1987.5,34.9,0.703,26521.0,8527.0,5.7,0.94,12.0,9.95,909.3
Karur,Pulses,Zaid (Apr-May),269.3,38.2,0.172,410.0,11199.0,56.8,0.37,12.0,1.06,782.08
Tirupattur,Paddy (Kuruvai),Kharif (Jun-Oct),1257.9,27.4,0.831,458.0,14590.0,74.3,0.664,12.0,4.69,1560.89
Kallakurichi,Banana,Kharif (Jun-Oct),1516.6,30.6,0.556,316.0,3381.0,19.1,0.739,12.0,2.65,342.4
Tiruvannamalai,Maize,Kharif (Jun-Oct),1400.9,28.8,0.918,610.0,7142.0,49.4,0.712,12.0,1.17,324.97
Vellore,Pulses,Year-round,986.1,32.1,0.292,764.0,11294.0,63.5,0.635,12.0,4.02,411.87
Salem,Pulses,Year-round,912.5,26.6,0.417,678.0,14089.0,45.3,0.588,12.0,4.04,485.64
Virudhunagar,Paddy (Samba),Kharif (Jun-Oct),1049.6,31.6,0.784,516.0,8753.0,70.0,0.665,12.0,3.23,1160.94
Thiruvarur,Mango,Rabi (Nov-Mar),706.2,22.3,0.732,450.0,5405.0,67.2,0.502,11.69,1.44,405.68
Mayiladuthurai,Sugarcane,Year-round,1197.7,30.0,0.837,593.0,4667.0,48.4,0.6,12.0,3.74,690.25
Tirupur,Paddy (Samba),Rabi (Nov-Mar),579.8,25.5,0.287,836.0,13605.0,37.2,0.502,12.0,3.58,2524.85
Sivaganga,Paddy (Kuruvai),Kharif (Jun-Oct),1234.6,30.2,0.441,390.0,6647.0,34.0,0.787,12.0,0.18,780.96
Cuddalore,Paddy (Kuruvai),Zaid (Apr-May),403.4,39.2,0.185,686.0,10640.0,76.0,0.352,12.0,0.56,2708.37
Vellore,Millets,Year-round,943.1,30.4,0.217,739.0,528.0,80.0,0.638,12.0,4.42,35.78
Tiruvannamalai,Maize,Year-round,1045.5,29.2,0.914,520.0,6661.0,70.2,0.633,12.0,3.59,296.11
Nilgiris,Pulses,Rabi (Nov-Mar),1690.1,24.7,0.552,206.0,1832.0,56.8,0.931,11.32,0.42,80.54
Dharmapuri,Vegetables,Kharif (Jun-Oct),1284.1,32.5,0.698,367.0,14849.0,20.7,0.751,12.0,0.77,748.72
Thiruvarur,Groundnut,Year-round,1073.5,28.2,0.802,510.0,4332.0,54.5,0.739,12.0,3.58,217.2
Krishnagiri,Onion,Zaid (Apr-May),418.3,37.9,0.416,337.0,5840.0,47.9,0.349,12.0,4.14,488.31
